TYPE,CATEGORY,TEXT,HEAD_WIFE,VAR_COUNT,Y1968,Y1969,Y1970,Y1971,Y1972,Y1973,Y1974,Y1975,Y1976,Y1977,Y1978,Y1979,Y1980,Y1981,Y1982,Y1983,Y1984,Y1985,Y1986,Y1987,Y1988,Y1989,Y1990,Y1991,Y1992,Y1993,Y1994,Y1995,Y1996,Y1997,Y1999,Y2001,Y2003,Y2005,Y2007,Y2009,Y2011,Y2013,Y2015,Y2017,Y2019
FAMILY PUBLIC,PHILANTHROPIC BEHAVIOR,"01>PHILANTHROPIC BEHAVIOR
02>Volunteering
03>frequency
04>child/youth organizations
05>head/reference person:
06>hours, total revised:",HEAD,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER23580,ER27550,,,,,,,
FAMILY PUBLIC,PHILANTHROPIC BEHAVIOR,"01>PHILANTHROPIC BEHAVIOR
02>Volunteering
03>frequency
04>child/youth organizations
05>head/reference person:
06>hours, total, whether report is correct:",HEAD,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER23579,ER27549,,,,,,,
FAMILY PUBLIC,PHILANTHROPIC BEHAVIOR,"01>PHILANTHROPIC BEHAVIOR
02>Volunteering
03>frequency
04>child/youth organizations
05>head/reference person:
06>hours, total:",HEAD,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER23578,ER27548,,,,,,,
FAMILY PUBLIC,PHILANTHROPIC BEHAVIOR,"01>PHILANTHROPIC BEHAVIOR
02>Volunteering
03>frequency
04>child/youth organizations
05>head/reference person:
06>minutes per session:",HEAD,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER23577,ER27547,,,,,,,
FAMILY PUBLIC,PHILANTHROPIC BEHAVIOR,"01>PHILANTHROPIC BEHAVIOR
02>Volunteering
03>frequency
04>child/youth organizations
05>head/reference person:
06>time unit:",HEAD,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER23575,ER27545,,,,,,,
FAMILY PUBLIC,PHILANTHROPIC BEHAVIOR,"01>PHILANTHROPIC BEHAVIOR
02>Volunteering
03>frequency
04>child/youth organizations
05>head/reference person:",HEAD,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER23574,ER27544,,,,,,,
FAMILY PUBLIC,PHILANTHROPIC BEHAVIOR,"01>PHILANTHROPIC BEHAVIOR
02>Volunteering
03>frequency
04>child/youth organizations
05>spouse:
06>hours per session:",WIFE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER23585,ER27555,,,,,,,
FAMILY PUBLIC,PHILANTHROPIC BEHAVIOR,"01>PHILANTHROPIC BEHAVIOR
02>Volunteering
03>frequency
04>child/youth organizations
05>spouse:
06>hours, occasional, whether included:",WIFE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER23590,ER27560,,,,,,,
FAMILY PUBLIC,PHILANTHROPIC BEHAVIOR,"01>PHILANTHROPIC BEHAVIOR
02>Volunteering
03>frequency
04>child/youth organizations
05>spouse:
06>hours, total revised, including occasional time:",WIFE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER23591,ER27561,,,,,,,
FAMILY PUBLIC,PHILANTHROPIC BEHAVIOR,"01>PHILANTHROPIC BEHAVIOR
02>Volunteering
03>frequency
04>child/youth organizations
05>spouse:
06>hours, total revised:",WIFE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER23589,ER27559,,,,,,,
FAMILY PUBLIC,PHILANTHROPIC BEHAVIOR,"01>PHILANTHROPIC BEHAVIOR
02>Volunteering
03>frequency
04>child/youth organizations
05>spouse:
06>hours, total, whether report is correct:",WIFE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER23588,ER27558,,,,,,,
FAMILY PUBLIC,PHILANTHROPIC BEHAVIOR,"01>PHILANTHROPIC BEHAVIOR
02>Volunteering
03>frequency
04>child/youth organizations
05>spouse:
06>hours, total:",WIFE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER23587,ER27557,,,,,,,
FAMILY PUBLIC,PHILANTHROPIC BEHAVIOR,"01>PHILANTHROPIC BEHAVIOR
02>Volunteering
03>frequency
04>child/youth organizations
05>spouse:
06>minutes per session:",WIFE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER23586,ER27556,,,,,,,
FAMILY PUBLIC,PHILANTHROPIC BEHAVIOR,"01>PHILANTHROPIC BEHAVIOR
02>Volunteering
03>frequency
04>child/youth organizations
05>spouse:
06>time unit:",WIFE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER23584,ER27554,,,,,,,
FAMILY PUBLIC,PHILANTHROPIC BEHAVIOR,"01>PHILANTHROPIC BEHAVIOR
02>Volunteering
03>frequency
04>child/youth organizations
05>spouse:",WIFE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER23583,ER27553,,,,,,,
FAMILY PUBLIC,PHILANTHROPIC BEHAVIOR,"01>PHILANTHROPIC BEHAVIOR
02>Volunteering
03>frequency
04>child/youth organizations
05>whether (2nd chance):
06>hours:",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER23688,ER27658,,,,,,,
FAMILY PUBLIC,PHILANTHROPIC BEHAVIOR,"01>PHILANTHROPIC BEHAVIOR
02>Volunteering
03>frequency
04>child/youth organizations
05>whether (2nd chance):",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER23687,ER27657,,,,,,,
FAMILY PUBLIC,PHILANTHROPIC BEHAVIOR,"01>PHILANTHROPIC BEHAVIOR
02>Volunteering
03>frequency
04>for the needy
05>head/reference person:
06>hours per session:",HEAD,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER23630,ER27600,,,,,,,
FAMILY PUBLIC,PHILANTHROPIC BEHAVIOR,"01>PHILANTHROPIC BEHAVIOR
02>Volunteering
03>frequency
04>for the needy
05>head/reference person:
06>hours, occasional, whether included:",HEAD,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER23635,ER27605,,,,,,,
FAMILY PUBLIC,PHILANTHROPIC BEHAVIOR,"01>PHILANTHROPIC BEHAVIOR
02>Volunteering
03>frequency
04>for the needy
05>head/reference person:
06>hours, total revised, including occasional time:",HEAD,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER23636,ER27606,,,,,,,
FAMILY PUBLIC,PHILANTHROPIC BEHAVIOR,"01>PHILANTHROPIC BEHAVIOR
02>Volunteering
03>frequency
04>for the needy
05>head/reference person:
06>hours, total revised:",HEAD,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER23634,ER27604,,,,,,,
FAMILY PUBLIC,PHILANTHROPIC BEHAVIOR,"01>PHILANTHROPIC BEHAVIOR
02>Volunteering
03>frequency
04>for the needy
05>head/reference person:
06>hours, total, whether report is correct:",HEAD,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER23633,ER27603,,,,,,,
FAMILY PUBLIC,PHILANTHROPIC BEHAVIOR,"01>PHILANTHROPIC BEHAVIOR
02>Volunteering
03>frequency
04>for the needy
05>head/reference person:
06>hours, total:",HEAD,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER23632,ER27602,,,,,,,
FAMILY PUBLIC,PHILANTHROPIC BEHAVIOR,"01>PHILANTHROPIC BEHAVIOR
02>Volunteering
03>frequency
04>for the needy
05>head/reference person:
06>minutes per session:",HEAD,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER23631,ER27601,,,,,,,
FAMILY PUBLIC,PHILANTHROPIC BEHAVIOR,"01>PHILANTHROPIC BEHAVIOR
02>Volunteering
03>frequency
04>for the needy
05>head/reference person:
06>time unit:",HEAD,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER23629,ER27599,,,,,,,
FAMILY PUBLIC,PHILANTHROPIC BEHAVIOR,"01>PHILANTHROPIC BEHAVIOR
02>Volunteering
03>frequency
04>for the needy
05>head/reference person:",HEAD,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER23628,ER27598,,,,,,,
FAMILY PUBLIC,PHILANTHROPIC BEHAVIOR,"01>PHILANTHROPIC BEHAVIOR
02>Volunteering
03>frequency
04>for the needy
05>spouse:
06>hours per session:",WIFE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER23639,ER27609,,,,,,,
FAMILY PUBLIC,PHILANTHROPIC BEHAVIOR,"01>PHILANTHROPIC BEHAVIOR
02>Volunteering
03>frequency
04>for the needy
05>spouse:
06>hours, occasional, whether included:",WIFE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER23644,ER27614,,,,,,,
FAMILY PUBLIC,PHILANTHROPIC BEHAVIOR,"01>PHILANTHROPIC BEHAVIOR
02>Volunteering
03>frequency
04>for the needy
05>spouse:
06>hours, total revised, including occasional time:",WIFE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER23645,ER27615,,,,,,,
FAMILY PUBLIC,PHILANTHROPIC BEHAVIOR,"01>PHILANTHROPIC BEHAVIOR
02>Volunteering
03>frequency
04>for the needy
05>spouse:
06>hours, total revised:",WIFE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER23643,ER27613,,,,,,,
FAMILY PUBLIC,PHILANTHROPIC BEHAVIOR,"01>PHILANTHROPIC BEHAVIOR
02>Volunteering
03>frequency
04>for the needy
05>spouse:
06>hours, total, whether report is correct:",WIFE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER23642,ER27612,,,,,,,
FAMILY PUBLIC,PHILANTHROPIC BEHAVIOR,"01>PHILANTHROPIC BEHAVIOR
02>Volunteering
03>frequency
04>for the needy
05>spouse:
06>hours, total:",WIFE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER23641,ER27611,,,,,,,
FAMILY PUBLIC,PHILANTHROPIC BEHAVIOR,"01>PHILANTHROPIC BEHAVIOR
02>Volunteering
03>frequency
04>for the needy
05>spouse:
06>minutes per session:",WIFE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER23640,ER27610,,,,,,,
FAMILY PUBLIC,PHILANTHROPIC BEHAVIOR,"01>PHILANTHROPIC BEHAVIOR
02>Volunteering
03>frequency
04>for the needy
05>spouse:
06>time unit:",WIFE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER23638,ER27608,,,,,,,
FAMILY PUBLIC,PHILANTHROPIC BEHAVIOR,"01>PHILANTHROPIC BEHAVIOR
02>Volunteering
03>frequency
04>for the needy
05>spouse:",WIFE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER23637,ER27607,,,,,,,
FAMILY PUBLIC,PHILANTHROPIC BEHAVIOR,"01>PHILANTHROPIC BEHAVIOR
02>Volunteering
03>frequency
04>for the needy
05>whether (2nd chance):
06>hours:",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER23694,ER27664,,,,,,,
FAMILY PUBLIC,PHILANTHROPIC BEHAVIOR,"01>PHILANTHROPIC BEHAVIOR
02>Volunteering
03>frequency
04>for the needy
05>whether (2nd chance):",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER23693,ER27663,,,,,,,
FAMILY PUBLIC,PHILANTHROPIC BEHAVIOR,"01>PHILANTHROPIC BEHAVIOR
02>Volunteering
03>frequency
04>health organizations
05>head/reference person:
06>hours per session:",HEAD,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER23612,ER27582,,,,,,,
FAMILY PUBLIC,PHILANTHROPIC BEHAVIOR,"01>PHILANTHROPIC BEHAVIOR
02>Volunteering
03>frequency
04>health organizations
05>head/reference person:
06>hours, occasional, whether included:",HEAD,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER23617,ER27587,,,,,,,
FAMILY PUBLIC,PHILANTHROPIC BEHAVIOR,"01>PHILANTHROPIC BEHAVIOR
02>Volunteering
03>frequency
04>health organizations
05>head/reference person:
06>hours, total revised, including occasional time:",HEAD,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER23618,ER27588,,,,,,,
FAMILY PUBLIC,PHILANTHROPIC BEHAVIOR,"01>PHILANTHROPIC BEHAVIOR
02>Volunteering
03>frequency
04>health organizations
05>head/reference person:
06>hours, total revised:",HEAD,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER23616,ER27586,,,,,,,
FAMILY PUBLIC,PHILANTHROPIC BEHAVIOR,"01>PHILANTHROPIC BEHAVIOR
02>Volunteering
03>frequency
04>health organizations
05>head/reference person:
06>hours, total, whether report is correct:",HEAD,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER23615,ER27585,,,,,,,
FAMILY PUBLIC,PHILANTHROPIC BEHAVIOR,"01>PHILANTHROPIC BEHAVIOR
02>Volunteering
03>frequency
04>health organizations
05>head/reference person:
06>hours, total:",HEAD,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER23614,ER27584,,,,,,,
FAMILY PUBLIC,PHILANTHROPIC BEHAVIOR,"01>PHILANTHROPIC BEHAVIOR
02>Volunteering
03>frequency
04>health organizations
05>head/reference person:
06>minutes per session:",HEAD,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER23613,ER27583,,,,,,,
FAMILY PUBLIC,PHILANTHROPIC BEHAVIOR,"01>PHILANTHROPIC BEHAVIOR
02>Volunteering
03>frequency
04>health organizations
05>head/reference person:
06>time unit:",HEAD,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER23611,ER27581,,,,,,,
FAMILY PUBLIC,PHILANTHROPIC BEHAVIOR,"01>PHILANTHROPIC BEHAVIOR
02>Volunteering
03>frequency
04>health organizations
05>head/reference person:",HEAD,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER23610,ER27580,,,,,,,
FAMILY PUBLIC,PHILANTHROPIC BEHAVIOR,"01>PHILANTHROPIC BEHAVIOR
02>Volunteering
03>frequency
04>health organizations
05>spouse:
06>hours per session:",WIFE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER23621,ER27591,,,,,,,
FAMILY PUBLIC,PHILANTHROPIC BEHAVIOR,"01>PHILANTHROPIC BEHAVIOR
02>Volunteering
03>frequency
04>health organizations
05>spouse:
06>hours, occasional, whether included:",WIFE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER23626,ER27596,,,,,,,
FAMILY PUBLIC,PHILANTHROPIC BEHAVIOR,"01>PHILANTHROPIC BEHAVIOR
02>Volunteering
03>frequency
04>health organizations
05>spouse:
06>hours, total revised, including occasional time:",WIFE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER23627,ER27597,,,,,,,
FAMILY PUBLIC,PHILANTHROPIC BEHAVIOR,"01>PHILANTHROPIC BEHAVIOR
02>Volunteering
03>frequency
04>health organizations
05>spouse:
06>hours, total revised:",WIFE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER23625,ER27595,,,,,,,
FAMILY PUBLIC,PHILANTHROPIC BEHAVIOR,"01>PHILANTHROPIC BEHAVIOR
02>Volunteering
03>frequency
04>health organizations
05>spouse:
06>hours, total, whether report is correct:",WIFE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER23624,ER27594,,,,,,,
FAMILY PUBLIC,PHILANTHROPIC BEHAVIOR,"01>PHILANTHROPIC BEHAVIOR
02>Volunteering
03>frequency
04>health organizations
05>spouse:
06>hours, total:",WIFE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER23623,ER27593,,,,,,,
FAMILY PUBLIC,PHILANTHROPIC BEHAVIOR,"01>PHILANTHROPIC BEHAVIOR
02>Volunteering
03>frequency
04>health organizations
05>spouse:
06>minutes per session:",WIFE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER23622,ER27592,,,,,,,
FAMILY PUBLIC,PHILANTHROPIC BEHAVIOR,"01>PHILANTHROPIC BEHAVIOR
02>Volunteering
03>frequency
04>health organizations
05>spouse:
06>time unit:",WIFE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER23620,ER27590,,,,,,,
FAMILY PUBLIC,PHILANTHROPIC BEHAVIOR,"01>PHILANTHROPIC BEHAVIOR
02>Volunteering
03>frequency
04>health organizations
05>spouse:",WIFE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER23619,ER27589,,,,,,,
FAMILY PUBLIC,PHILANTHROPIC BEHAVIOR,"01>PHILANTHROPIC BEHAVIOR
02>Volunteering
03>frequency
04>health organizations
05>whether (2nd chance):
06>hours:",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER23692,ER27662,,,,,,,
FAMILY PUBLIC,PHILANTHROPIC BEHAVIOR,"01>PHILANTHROPIC BEHAVIOR
02>Volunteering
03>frequency
04>health organizations
05>whether (2nd chance):",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER23691,ER27661,,,,,,,
FAMILY PUBLIC,PHILANTHROPIC BEHAVIOR,"01>PHILANTHROPIC BEHAVIOR
02>Volunteering
03>frequency
04>other organizations
05>head/reference person:
06>coded type of activity:",HEAD,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER23664A,ER27634A,,,ER52037A,,,,
FAMILY PUBLIC,PHILANTHROPIC BEHAVIOR,"01>PHILANTHROPIC BEHAVIOR
02>Volunteering
03>frequency
04>other organizations
05>head/reference person:
06>number of sessions:
07>hours per session:",HEAD,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER23667,ER27637,,,,,,,
FAMILY PUBLIC,PHILANTHROPIC BEHAVIOR,"01>PHILANTHROPIC BEHAVIOR
02>Volunteering
03>frequency
04>other organizations
05>head/reference person:
06>number of sessions:
07>hours, occasional, whether included:",HEAD,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER23672,ER27642,,,,,,,
FAMILY PUBLIC,PHILANTHROPIC BEHAVIOR,"01>PHILANTHROPIC BEHAVIOR
02>Volunteering
03>frequency
04>other organizations
05>head/reference person:
06>number of sessions:
07>hours, total revised, including occasional time:",HEAD,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER23673,ER27643,,,,,,,
FAMILY PUBLIC,PHILANTHROPIC BEHAVIOR,"01>PHILANTHROPIC BEHAVIOR
02>Volunteering
03>frequency
04>other organizations
05>head/reference person:
06>number of sessions:
07>hours, total revised:",HEAD,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER23671,ER27641,,,,,,,
FAMILY PUBLIC,PHILANTHROPIC BEHAVIOR,"01>PHILANTHROPIC BEHAVIOR
02>Volunteering
03>frequency
04>other organizations
05>head/reference person:
06>number of sessions:
07>hours, total, whether report is correct:",HEAD,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER23670,ER27640,,,,,,,
FAMILY PUBLIC,PHILANTHROPIC BEHAVIOR,"01>PHILANTHROPIC BEHAVIOR
02>Volunteering
03>frequency
04>other organizations
05>head/reference person:
06>number of sessions:
07>hours, total:",HEAD,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER23669,ER27639,,,,,,,
FAMILY PUBLIC,PHILANTHROPIC BEHAVIOR,"01>PHILANTHROPIC BEHAVIOR
02>Volunteering
03>frequency
04>other organizations
05>head/reference person:
06>number of sessions:
07>minutes per session:",HEAD,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER23668,ER27638,,,,,,,
FAMILY PUBLIC,PHILANTHROPIC BEHAVIOR,"01>PHILANTHROPIC BEHAVIOR
02>Volunteering
03>frequency
04>other organizations
05>head/reference person:
06>number of sessions:
07>time unit:",HEAD,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER23666,ER27636,,,,,,,
FAMILY PUBLIC,PHILANTHROPIC BEHAVIOR,"01>PHILANTHROPIC BEHAVIOR
02>Volunteering
03>frequency
04>other organizations
05>head/reference person:
06>number of sessions:",HEAD,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER23665,ER27635,,,,,,,
FAMILY PUBLIC,PHILANTHROPIC BEHAVIOR,"01>PHILANTHROPIC BEHAVIOR
02>Volunteering
03>frequency
04>other organizations
05>head/reference person:",HEAD,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER23664,ER27634,,,ER52037,,,,
FAMILY PUBLIC,PHILANTHROPIC BEHAVIOR,"01>PHILANTHROPIC BEHAVIOR
02>Volunteering
03>frequency
04>other organizations
05>spouse:
06>coded type of activity:",WIFE,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER23674A,ER27644A,,,ER52055A,,,,
FAMILY PUBLIC,PHILANTHROPIC BEHAVIOR,"01>PHILANTHROPIC BEHAVIOR
02>Volunteering
03>frequency
04>other organizations
05>spouse:
06>number of sessions:
07>hours per session:",WIFE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER23677,ER27647,,,,,,,
FAMILY PUBLIC,PHILANTHROPIC BEHAVIOR,"01>PHILANTHROPIC BEHAVIOR
02>Volunteering
03>frequency
04>other organizations
05>spouse:
06>number of sessions:
07>hours, occasional, whether included:",WIFE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER23682,ER27652,,,,,,,
FAMILY PUBLIC,PHILANTHROPIC BEHAVIOR,"01>PHILANTHROPIC BEHAVIOR
02>Volunteering
03>frequency
04>other organizations
05>spouse:
06>number of sessions:
07>hours, total revised, including occasional time:",WIFE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER23683,ER27653,,,,,,,
FAMILY PUBLIC,PHILANTHROPIC BEHAVIOR,"01>PHILANTHROPIC BEHAVIOR
02>Volunteering
03>frequency
04>other organizations
05>spouse:
06>number of sessions:
07>hours, total revised:",WIFE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER23681,ER27651,,,,,,,
FAMILY PUBLIC,PHILANTHROPIC BEHAVIOR,"01>PHILANTHROPIC BEHAVIOR
02>Volunteering
03>frequency
04>other organizations
05>spouse:
06>number of sessions:
07>hours, total, whether report is correct:",WIFE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER23680,ER27650,,,,,,,
FAMILY PUBLIC,PHILANTHROPIC BEHAVIOR,"01>PHILANTHROPIC BEHAVIOR
02>Volunteering
03>frequency
04>other organizations
05>spouse:
06>number of sessions:
07>hours, total:",WIFE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER23679,ER27649,,,,,,,
FAMILY PUBLIC,PHILANTHROPIC BEHAVIOR,"01>PHILANTHROPIC BEHAVIOR
02>Volunteering
03>frequency
04>other organizations
05>spouse:
06>number of sessions:
07>minutes per session:",WIFE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER23678,ER27648,,,,,,,
FAMILY PUBLIC,PHILANTHROPIC BEHAVIOR,"01>PHILANTHROPIC BEHAVIOR
02>Volunteering
03>frequency
04>other organizations
05>spouse:
06>number of sessions:
07>time unit:",WIFE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER23676,ER27646,,,,,,,
FAMILY PUBLIC,PHILANTHROPIC BEHAVIOR,"01>PHILANTHROPIC BEHAVIOR
02>Volunteering
03>frequency
04>other organizations
05>spouse:
06>number of sessions:",WIFE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER23675,ER27645,,,,,,,
FAMILY PUBLIC,PHILANTHROPIC BEHAVIOR,"01>PHILANTHROPIC BEHAVIOR
02>Volunteering
03>frequency
04>other organizations
05>spouse:",WIFE,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER23674,ER27644,,,ER52055,,,,
FAMILY PUBLIC,PHILANTHROPIC BEHAVIOR,"01>PHILANTHROPIC BEHAVIOR
02>Volunteering
03>frequency
04>other organizations
05>whether (2nd chance):
06>coded type of activity:",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER23697A,ER27667A,,,,,,,
FAMILY PUBLIC,PHILANTHROPIC BEHAVIOR,"01>PHILANTHROPIC BEHAVIOR
02>Volunteering
03>frequency
04>other organizations
05>whether (2nd chance):
06>hours:",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER23698,ER27668,,,,,,,
FAMILY PUBLIC,PHILANTHROPIC BEHAVIOR,"01>PHILANTHROPIC BEHAVIOR
02>Volunteering
03>frequency
04>other organizations
05>whether (2nd chance):",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER23697,ER27667,,,,,,,
FAMILY PUBLIC,PHILANTHROPIC BEHAVIOR,"01>PHILANTHROPIC BEHAVIOR
02>Volunteering
03>frequency
04>religious organizations
05>head/reference person:
06>hours per session:",HEAD,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER23557,ER27527,,,,,,,
FAMILY PUBLIC,PHILANTHROPIC BEHAVIOR,"01>PHILANTHROPIC BEHAVIOR
02>Volunteering
03>frequency
04>religious organizations
05>head/reference person:
06>hours, occasional, whether included:",HEAD,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER23562,ER27532,,,,,,,
FAMILY PUBLIC,PHILANTHROPIC BEHAVIOR,"01>PHILANTHROPIC BEHAVIOR
02>Volunteering
03>frequency
04>religious organizations
05>head/reference person:
06>hours, total revised, including occasional time:",HEAD,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER23563,ER27533,,,,,,,
FAMILY PUBLIC,PHILANTHROPIC BEHAVIOR,"01>PHILANTHROPIC BEHAVIOR
02>Volunteering
03>frequency
04>religious organizations
05>head/reference person:
06>hours, total revised:",HEAD,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER23561,ER27531,,,,,,,
FAMILY PUBLIC,PHILANTHROPIC BEHAVIOR,"01>PHILANTHROPIC BEHAVIOR
02>Volunteering
03>frequency
04>religious organizations
05>head/reference person:
06>hours, total, whether report is correct:",HEAD,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER23560,ER27530,,,,,,,
FAMILY PUBLIC,PHILANTHROPIC BEHAVIOR,"01>PHILANTHROPIC BEHAVIOR
02>Volunteering
03>frequency
04>religious organizations
05>head/reference person:
06>hours, total:",HEAD,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER23559,ER27529,,,,,,,
FAMILY PUBLIC,PHILANTHROPIC BEHAVIOR,"01>PHILANTHROPIC BEHAVIOR
02>Volunteering
03>frequency
04>religious organizations
05>head/reference person:
06>minutes per session:",HEAD,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER23558,ER27528,,,,,,,
FAMILY PUBLIC,PHILANTHROPIC BEHAVIOR,"01>PHILANTHROPIC BEHAVIOR
02>Volunteering
03>frequency
04>religious organizations
05>head/reference person:
06>time unit:",HEAD,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER23555,ER27525,,,,,,,
FAMILY PUBLIC,PHILANTHROPIC BEHAVIOR,"01>PHILANTHROPIC BEHAVIOR
02>Volunteering
03>frequency
04>religious organizations
05>head/reference person:",HEAD,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER23554,ER27524,,,,,,,
FAMILY PUBLIC,PHILANTHROPIC BEHAVIOR,"01>PHILANTHROPIC BEHAVIOR
02>Volunteering
03>frequency
04>religious organizations
05>spouse:
06>hours per session:",WIFE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER23567,ER27537,,,,,,,
